"","First.Variable","Second.Variable","Correlation"
"677","set_parameter.MULTIPUMPING","Pins",-1
"1206","Blocks","RAM",1
"1281","set_parameter.MULTIPUMPING","DPS",0.756176038903999
"1355","Pins","DPS",-0.756176038903999
"1238","set_parameter.MB_MINIMIZE_HW","DPS",0.73438543870462
"984","set_parameter.PIPELINE_ALL","Blocks",0.613911502445234
"1135","set_parameter.PIPELINE_ALL","RAM",0.613911502445234
"821","set_operation_latency.signed_add_32","Regs",0.603973464850615
"370","set_operation_latency.unsigned_divide_64","FMax",0.596182287219247
"331","set_resource_constraint.altfp_subtract_16","FMax",0.590010225150094
"219","set_operation_latency.unsigned_divide_64","Cycles",0.587217755124149
"332","set_parameter.MB_MINIMIZE_HW","FMax",-0.557162761693651
"977","set_parameter.ENABLE_PATTERN_SHARING","Blocks",0.554283332554871
"1128","set_parameter.ENABLE_PATTERN_SHARING","RAM",0.554283332554871
"344","set_resource_constraint.signed_modulus_32","FMax",0.550720922094085
"415","set_operation_latency.altfp_divide_32","FMax",-0.550135482550573
"389","set_resource_constraint.signed_divide_32","FMax",0.546855168027968
"394","set_resource_constraint.signed_add_8","FMax",0.544167446851844
"339","set_resource_constraint.unsigned_divide_16","FMax",0.532915351290183
"852","set_operation_latency.signed_add_64","Regs",0.532729116288846
"371","set_resource_constraint.unsigned_modulus_8","FMax",0.528691629888483
"376","set_resource_constraint.signed_add_32","FMax",0.522472986263962
"408","set_operation_latency.altfp_multiply_32","FMax",-0.518074001004662
"364","set_resource_constraint.unsigned_multiply_16","FMax",0.515079406202737
"434","set_resource_constraint.altfp_divide_32","FMax",0.502560431407779
"1294","set_operation_latency.altfp_subtract_64","DPS",0.502337662385178
"254","set_operation_latency.signed_comp_u","Cycles",0.500733013383488
"312","set_resource_constraint.unsigned_modulus_16","FMax",0.496896638404234
"343","set_resource_constraint.altfp_add_16","FMax",0.494431832703089
"443","set_resource_constraint.signed_divide_64","FMax",0.492632361783598
"803","set_operation_latency.signed_multiply_16","Regs",0.489876216994669
"435","set_resource_constraint.unsigned_divide_8","FMax",0.488479786878087
"367","set_resource_constraint.unsigned_multiply_64","FMax",0.48044042205096
"351","set_operation_latency.altfp_multiply_16","FMax",-0.477491182922535
"388","set_operation_latency.altfp_subtract_64","FMax",-0.475892685704476
"407","set_resource_constraint.unsigned_divide_32","FMax",0.474460993230554
"283","set_resource_constraint.altfp_divide_32","Cycles",0.471207074494115
"345","set_parameter.DONT_CHAIN_GET_ELEM_PTR","FMax",-0.471179046575333
"417","set_resource_constraint.unsigned_add_64","FMax",0.47086076674947
"162","set_resource_constraint.unsigned_multiply_32","Cycles",0.469441943361406
"313","set_resource_constraint.unsigned_multiply_32","FMax",0.467636569736145
"340","set_resource_constraint.unsigned_divide_64","FMax",0.466374027588937
"1314","set_operation_latency.altfp_multiply_32","DPS",0.466159690985066
"291","set_resource_constraint.signed_modulus_8","Cycles",0.46600508815725
"180","set_resource_constraint.altfp_subtract_16","Cycles",0.464675354389006
"357","set_parameter.CLOCK_PERIOD","FMax",0.464262498772793
"421","set_resource_constraint.unsigned_add_16","FMax",0.463883027721468
"304","set_operation_latency.altfp_divide_16","FMax",-0.4630761850101
"236","set_operation_latency.local_mem_dual_port","Cycles",0.462141587005444
"358","set_resource_constraint.altfp_subtract_8","FMax",0.460818093108476
"325","set_operation_latency.altfp_multiply_64","FMax",-0.458735299390904
"424","set_parameter.MB_MAX_BACK_PASSES","FMax",0.455976118987593
"314","set_resource_constraint.altfp_add_8","FMax",0.455381924379351
"949","set_parameter.DONT_CHAIN_GET_ELEM_PTR","Blocks",0.454841130995601
"1100","set_parameter.DONT_CHAIN_GET_ELEM_PTR","RAM",0.454841130995601
"1047","set_resource_constraint.signed_divide_64","Blocks",-0.454349195843519
"1198","set_resource_constraint.signed_divide_64","RAM",-0.454349195843519
"329","set_resource_constraint.signed_multiply_64","FMax",0.451659117315245
"935","set_resource_constraint.altfp_subtract_16","Blocks",-0.446493024625147
"1086","set_resource_constraint.altfp_subtract_16","RAM",-0.446493024625147
"336","set_resource_constraint.unsigned_multiply_8","FMax",0.440793203250685
"400","set_resource_constraint.unsigned_modulus_32","FMax",0.440198154998132
"220","set_resource_constraint.unsigned_modulus_8","Cycles",0.439540647998787
"310","set_resource_constraint.signed_multiply_8","FMax",0.438379317279666
"414","set_operation_latency.altfp_add_8","FMax",-0.437675243297623
"360","set_operation_latency.altfp_divide_64","FMax",-0.436834418261066
"397","set_resource_constraint.altfp_divide_16","FMax",0.436186499575424
"216","set_resource_constraint.unsigned_multiply_64","Cycles",0.43363785962347
"338","set_operation_latency.unsigned_modulus_64","FMax",0.43349886018182
"243","set_resource_constraint.signed_add_8","Cycles",0.432965672211041
"377","set_operation_latency.altfp_add_32","FMax",-0.432624330515904
"292","set_resource_constraint.signed_divide_64","Cycles",0.432331707804201
"1353","FMax","DPS",-0.431364226566975
"322","set_operation_latency.altfp_subtract_32","FMax",-0.431234446506092
"321","set_operation_latency.altfp_add_64","FMax",-0.430610518619935
"316","set_resource_constraint.unsigned_add_32","FMax",0.430418285750293
"305","set_resource_constraint.signed_divide_16","FMax",0.42888985676275
"195","set_resource_constraint.unsigned_modulus_64","Cycles",0.424398889904256
"690","set_operation_latency.altfp_subtract_64","Pins",-0.422799386334139
"315","set_operation_latency.unsigned_multiply_32","FMax",0.422353515780858
"1050","Cycles","Blocks",-0.420680273876393
"1201","Cycles","RAM",-0.420680273876393
"163","set_resource_constraint.altfp_add_8","Cycles",0.418295525670738
"209","set_operation_latency.altfp_divide_64","Cycles",-0.41557093814737
"1019","set_operation_latency.altfp_divide_32","Blocks",0.415469006219572
"1170","set_operation_latency.altfp_divide_32","RAM",0.415469006219572
"948","set_resource_constraint.signed_modulus_32","Blocks",-0.413146723033852
"1099","set_resource_constraint.signed_modulus_32","RAM",-0.413146723033852
"440","set_resource_constraint.altfp_divide_8","FMax",0.413015176141222
"1002","set_resource_constraint.signed_modulus_16","Blocks",-0.412257429518643
"1153","set_resource_constraint.signed_modulus_16","RAM",-0.412257429518643
"157","set_resource_constraint.altfp_multiply_64","Cycles",0.412020527463125
"899","Cycles","Regs",0.410775934658383
"266","set_resource_constraint.unsigned_add_64","Cycles",0.410741839725675
"335","set_parameter.MULTIPLIER_NO_CHAIN","FMax",-0.409837658011602
"387","set_operation_latency.local_mem_dual_port","FMax",0.407673922611609
"353","set_resource_constraint.altfp_subtract_64","FMax",0.40734845626625
"183","set_resource_constraint.signed_add_16","Cycles",0.406799658076708
"379","set_operation_latency.signed_modulus_8","FMax",0.40675398794456
"1241","set_parameter.MULTIPLIER_NO_CHAIN","DPS",0.406640197274756
"384","set_operation_latency.altfp_subtract_8","FMax",-0.406539240989379
"1015","set_operation_latency.unsigned_add_64","Blocks",0.406328309043573
"1166","set_operation_latency.unsigned_add_64","RAM",0.406328309043573
"790","set_operation_latency.reg","Regs",0.405504440357103
"1025","set_resource_constraint.unsigned_add_16","Blocks",-0.405110465611445
"1176","set_resource_constraint.unsigned_add_16","RAM",-0.405110465611445
"1211","set_resource_constraint.signed_divide_16","DPS",-0.403528615284001
"179","set_operation_latency.signed_divide_64","Cycles",0.402875263184265
"239","set_resource_constraint.signed_multiply_32","Cycles",0.402127342135635
"974","set_operation_latency.unsigned_divide_64","Blocks",-0.400938718606889
"1125","set_operation_latency.unsigned_divide_64","RAM",-0.400938718606889
"1014","set_operation_latency.altfp_truncate_32","Blocks",-0.400887246270472
"1165","set_operation_latency.altfp_truncate_32","RAM",-0.400887246270472
"1349","set_resource_constraint.signed_divide_64","DPS",-0.400325382446989
"373","set_parameter.ENABLE_PATTERN_SHARING","FMax",-0.399476640330639
"324","set_resource_constraint.altfp_add_64","FMax",0.399311814409262
"237","set_operation_latency.altfp_subtract_64","Cycles",-0.398551152508905
"429","set_operation_latency.altfp_subtract_16","FMax",-0.398406004480912
"1054","Regs","Blocks",-0.397578690852822
"1205","Regs","RAM",-0.397578690852822
